PLAYER,YEAR,POS,HEIGHT,WEIGHT,BMI,BODY FAT,STANDING REACH,WINGSPAN,HAND LENGTH,HAND WIDTH,STANDING VERTICAL,VERTICAL LEAP,LANE AGILITY,SHUTTLE RUN,THREE QUARTER SPRINT,BENCH PRESS,BAR,PAN,PBH,PDT
"Bryan, Sylvere",2002,PF,81.00,226.0,24.22,NA,109.5,88.50,NA,NA,28.5,29.5,12.03,NA,3.20,13,1.093,NA,138.0,139
"Burgess, Chris",2002,C,82.00,246.0,25.72,NA,109.0,83.50,NA,NA,24.5,31.0,11.58,NA,3.37,24,1.018,NA,133.5,140
"Butler, Caron",2002,SG/SF,77.25,222.0,26.15,NA,103.5,83.50,NA,NA,27.0,31.0,12.15,NA,3.33,2,1.081,NA,130.5,134.5
"Butler, Rasual",2002,SF,78.75,198.0,22.44,NA,105.5,84.00,NA,NA,31.5,37.5,11.54,NA,3.29,10,1.067,NA,137.0,143
"Chatman, Mire",2002,PG/SG,72.00,174.0,23.60,NA,98.0,78.00,NA,NA,29.0,33.0,11.12,NA,3.18,1,1.083,NA,127.0,131
"Christoffersen, Chris",2002,C,84.75,291.0,28.48,NA,109.0,87.50,NA,NA,28.0,31.0,12.55,NA,3.39,13,1.032,NA,137.0,140
"Cooke, Lenny",2002,SG/SF,77.50,214.0,25.05,NA,107.0,85.00,NA,NA,NA,NA,NA,NA,NA,0,1.097,NA,NA,NA
"Dawson, Craig",2002,SG/SF,75.50,200.0,24.67,NA,102.0,78.25,NA,NA,26.0,30.0,12.06,NA,3.25,0,1.036,NA,128.0,132
"Dunleavy, Mike",2002,SF,80.00,230.0,25.26,NA,106.0,81.00,NA,NA,24.5,29.0,11.55,NA,3.30,11,1.013,NA,130.5,135
"Dupay, Teddy",2002,PG,69.50,178.0,25.91,NA,90.5,70.75,NA,NA,28.0,33.0,10.53,NA,3.19,16,1.018,NA,118.5,123.5
"Edwards, Corsley",2002,PF,79.25,285.0,31.90,NA,106.5,82.75,NA,NA,28.5,33.0,12.18,NA,3.31,12,1.044,NA,135.0,139.5
"Ellis, Andy",2002,PF,81.25,220.0,23.43,NA,102.0,82.25,NA,NA,32.0,35.5,11.69,NA,3.34,6,1.012,NA,134.0,137.5
"Ely, Melvin",2002,PF,81.00,240.0,25.72,NA,111.0,88.00,NA,NA,26.0,29.0,11.96,NA,3.35,7,1.086,NA,137.0,140
"Evans, Reggie",2002,PF,79.50,250.0,27.81,NA,107.5,86.50,NA,NA,26.0,29.5,12.73,NA,3.26,15,1.088,NA,133.5,137
"Fehse, Peter",2002,PF/C,82.00,220.0,23.00,NA,109.0,84.50,NA,NA,NA,NA,NA,NA,NA,NA,1.030,NA,NA,NA
"Gooden, Drew",2002,PF,80.75,227.0,24.47,NA,106.5,84.50,NA,NA,29.0,33.0,11.81,NA,3.19,13,1.046,NA,135.5,139.5
"Graves, David",2002,SG,76.50,212.0,25.47,NA,101.0,79.00,NA,NA,26.0,29.5,11.20,NA,3.27,8,1.033,NA,127.0,130.5
"Greer, Lynn",2002,PG,72.25,170.0,22.89,NA,94.5,73.00,NA,NA,29.5,36.5,11.24,NA,3.16,12,1.010,NA,124.0,131
"Grizzard, Rod",2002,SG/SF,78.00,193.0,22.30,NA,107.0,84.00,NA,NA,NA,NA,NA,NA,NA,6,1.077,NA,NA,NA
"Grundy, Anthony",2002,PG/SG,72.75,167.0,22.18,NA,99.0,79.75,NA,NA,27.5,32.0,11.10,NA,3.39,0,1.096,NA,126.5,131
"Haislip, Marcus",2002,PF,80.50,221.0,23.97,NA,107.0,84.00,NA,NA,33.5,36.5,11.35,NA,3.21,8,1.043,NA,140.5,143.5
"Hancock, Damon",2002,PG/SG,74.75,203.0,25.54,NA,99.5,78.00,NA,NA,32.0,35.0,11.62,NA,3.03,15,1.043,NA,131.5,134.5
"Harrington, Greg",2002,PG,73.00,183.0,24.14,NA,97.0,75.75,NA,NA,28.5,34.0,12.06,NA,3.32,15,1.038,NA,125.5,131
"Haslem, Udonis",2002,PF,79.75,250.0,27.63,NA,107.0,83.00,NA,NA,28.5,33.5,11.80,NA,3.31,22,1.041,NA,135.5,140.5
"Henry, Cordell",2002,PG,68.00,155.0,23.57,NA,92.0,73.00,NA,NA,33.0,37.5,11.30,NA,3.04,1,1.074,NA,125.0,129.5
"Holcomb, Randy",2002,SF/PF,79.00,225.0,25.34,NA,105.0,85.00,NA,NA,29.5,35.5,12.85,NA,3.22,15,1.076,NA,134.5,140.5
"Humphrey, Ryan",2002,SF/PF,78.00,223.0,25.77,NA,104.5,84.00,NA,NA,31.5,37.5,11.75,NA,3.20,13,1.077,NA,136.0,142
"Jeffries, Jared",2002,PF,82.00,230.0,24.05,NA,109.0,84.50,NA,NA,26.0,30.0,11.73,NA,3.40,9,1.030,NA,135.0,139
"Jennings, Jason",2002,C,83.25,249.0,25.26,NA,111.0,91.00,NA,NA,29.0,32.0,11.92,NA,3.62,8,1.093,NA,140.0,143
"Jones, Fred",2002,SG,74.25,218.0,27.80,NA,100.0,84.00,NA,NA,33.5,37.5,11.12,NA,3.13,NA,1.131,NA,133.5,137.5
"Jones, Lonnie",2002,PF/C,82.25,230.0,23.90,NA,112.0,86.25,NA,NA,30.5,31.5,11.80,NA,3.33,15,1.049,NA,142.5,143.5
"Kasun, Mario",2002,C,83.75,260.0,26.06,NA,109.0,83.50,NA,NA,NA,NA,NA,NA,NA,12,0.997,NA,NA,NA
"Kennedy, Sean",2002,PG,72.75,182.0,24.17,NA,96.0,74.50,NA,NA,22.5,26.5,11.64,NA,3.28,0,1.024,NA,118.5,122.5
"Lang, Kris",2002,PF/C,81.25,242.0,25.77,NA,109.0,83.75,NA,NA,28.0,29.0,11.36,NA,3.24,19,1.031,NA,137.0,138
"Lasege, Muhammed",2002,PF/C,80.75,228.0,24.58,NA,108.5,86.00,NA,NA,27.5,30.0,12.96,NA,3.29,18,1.065,NA,136.0,138.5
"Logan, Steve",2002,PG,70.00,207.0,29.70,NA,92.5,71.75,NA,NA,NA,NA,NA,NA,NA,11,1.025,NA,NA,NA
"Lyde, Kevin",2002,PF/C,80.75,278.0,29.97,NA,109.5,86.00,NA,NA,27.5,30.5,12.97,NA,3.36,13,1.065,NA,137.0,140
"Maddox, Tito",2002,PG,75.00,200.0,25.00,NA,99.0,77.00,NA,NA,27.0,32.5,12.20,NA,3.24,0,1.027,NA,126.0,131.5
"Madison, Kei",2002,SF,79.75,216.0,23.88,NA,107.0,84.50,NA,NA,27.5,34.5,11.74,NA,3.22,6,1.060,NA,134.5,141.5
"McElroy, Immanuel",2002,SG,74.25,191.0,24.36,NA,100.0,78.50,NA,NA,NA,NA,NA,NA,NA,9,1.057,NA,NA,NA
"McGhee, Aaron",2002,SF/PF,79.00,255.0,28.72,NA,105.5,82.00,NA,NA,26.0,28.5,12.24,NA,NA,NA,1.038,NA,131.5,134
"Mims, Elvin",2002,SG/SF,76.25,211.0,25.51,NA,105.5,85.50,NA,NA,32.0,38.0,11.17,NA,3.22,7,1.121,NA,137.5,143.5
"Mouton, Byron",2002,SG/SF,76.50,213.0,25.59,NA,102.0,82.25,NA,NA,24.0,30.0,11.84,NA,3.10,7,1.075,NA,126.0,132
"Murray, Ronald",2002,SG,75.00,197.0,24.62,NA,100.5,79.50,NA,NA,31.0,36.5,11.13,NA,3.16,9,1.060,NA,131.5,137
Nene,2002,PF,81.25,253.0,26.94,NA,109.0,88.50,NA,NA,30.0,34.0,10.73,NA,3.19,16,1.089,NA,139.0,143
"Okafor, Uche",2002,PF/C,81.00,229.0,24.54,NA,112.0,89.50,NA,NA,24.5,25.0,14.45,NA,3.34,10,1.105,NA,136.5,137
"Owens, Chris",2002,SF/PF,79.00,237.0,26.70,NA,104.0,83.50,NA,NA,NA,NA,NA,NA,NA,10,1.057,NA,NA,NA
"Pargo, Jannero",2002,PG,72.25,168.0,22.63,NA,96.0,74.50,NA,NA,25.5,29.5,11.11,NA,3.20,5,1.031,NA,121.5,125.5
"Parker, Smush",2002,PG/SG,74.50,179.0,22.67,NA,107.5,82.00,NA,NA,21.0,28.5,12.30,NA,3.26,1,1.101,NA,128.5,136
"Recker, Luke",2002,SG/SF,76.75,198.0,23.63,NA,101.0,79.00,NA,NA,25.5,31.0,10.78,NA,3.27,13,1.029,NA,126.5,132
"Roberts, Rolan",2002,PF,77.75,241.0,28.03,NA,105.5,85.00,NA,NA,32.5,37.5,11.36,NA,3.33,16,1.093,NA,138.0,143
"Robinson, Travis",2002,SF,77.25,211.0,24.86,NA,104.5,82.50,NA,NA,26.0,33.0,11.96,NA,3.43,3,1.068,NA,130.5,137.5
"Rush, Kareem",2002,SG/SF,76.75,199.0,23.75,NA,103.5,81.75,NA,NA,26.0,30.0,11.86,NA,3.22,15,1.065,NA,129.5,133.5
"Sales, Brooks",2002,PF/C,81.00,232.0,24.86,NA,108.0,82.00,NA,NA,26.0,29.5,11.05,NA,3.29,13,1.012,NA,134.0,137.5
"Salmons, John",2002,SG/SF,77.50,207.0,24.23,NA,104.0,82.25,NA,NA,30.5,34.5,11.35,NA,3.25,12,1.061,NA,134.5,138.5
"Savovic, Predrag",2002,SG,76.75,212.0,25.30,NA,102.0,79.00,NA,NA,22.5,28.5,10.94,NA,3.38,13,1.029,NA,124.5,130.5
"Sensley, Julian",2002,SF/PF,79.00,228.0,25.68,NA,105.5,83.50,NA,NA,27.5,31.5,11.85,NA,3.32,8,1.057,NA,133.0,137
"Sheinfeld, Israel",2002,PF/C,80.25,239.0,26.09,NA,106.5,81.75,NA,NA,NA,NA,NA,NA,NA,8,1.019,NA,NA,NA
"Shumpert, Preston",2002,SF,78.00,197.0,22.76,NA,103.5,80.50,NA,NA,28.5,29.0,11.03,NA,3.24,9,1.032,NA,132.0,132.5
"Slay, Tamar",2002,SF,78.75,203.0,23.01,NA,104.0,83.50,NA,NA,32.5,38.0,10.94,NA,3.09,11,1.060,NA,136.5,142
"Songaila, Darius",2002,PF,80.00,240.0,26.36,NA,108.5,85.00,NA,NA,24.5,29.5,11.69,NA,3.52,8,1.063,NA,133.0,138
"Stoudemire, Amar'e",2002,PF,80.50,233.0,25.28,NA,108.5,85.75,NA,NA,32.0,35.5,11.19,NA,3.25,12,1.065,NA,140.5,144
"Taylor, Marcus",2002,PG,73.00,181.0,23.88,NA,98.5,76.50,NA,NA,27.5,33.5,11.25,NA,3.31,4,1.048,NA,126.0,132
"Thomas, Jobey",2002,SG,74.75,183.0,23.02,NA,99.5,77.75,NA,NA,26.0,32.0,11.46,NA,3.30,13,1.040,NA,125.5,131.5
"Wagner, Dajuan",2002,PG/SG,72.75,193.0,25.64,NA,99.0,74.00,NA,NA,28.0,35.0,12.03,NA,3.22,16,1.017,NA,127.0,134
"Wilcox, Chris",2002,PF/C,80.25,218.0,23.80,NA,107.5,85.00,NA,NA,31.0,34.5,11.43,NA,3.16,20,1.059,NA,138.5,142
"Williams, Frank",2002,PG,73.50,212.0,27.59,NA,100.5,80.00,NA,NA,26.0,31.0,11.73,NA,3.29,NA,1.088,NA,126.5,131.5
"Williams, George",2002,SF/PF,77.75,214.0,24.89,NA,103.0,84.50,NA,NA,33.5,39.0,11.21,NA,3.24,11,1.087,NA,136.5,142
"Williams, Jay",2002,PG,72.25,197.0,26.53,NA,97.0,75.50,NA,NA,28.5,36.0,10.34,NA,3.09,10,1.045,NA,125.5,133
"Woods, Qyntel",2002,SG/SF,79.00,213.0,23.99,NA,105.0,82.00,NA,NA,33.5,34.5,11.94,NA,3.23,2,1.038,NA,138.5,139.5
"Yarbrough, Vincent",2002,SF,77.50,202.0,23.64,NA,104.5,84.50,NA,NA,30.0,34.0,11.70,NA,3.32,10,1.090,NA,134.5,138.5
"Allenspach, Adam",2001,C,83.50,259.0,26.11,12.4,107.0,84.50,NA,NA,28.5,31.0,11.90,NA,3.40,16,1.012,NA,135.5,138
"Arenas, Gilbert",2001,SG,74.25,199.0,25.38,5.3,99.5,81.50,NA,NA,31.5,36.0,NA,NA,3.25,12,1.098,NA,131.0,135.5
"Armstrong, Brandon",2001,SG,75.50,188.0,23.19,9.3,99.5,81.50,NA,NA,30.0,37.0,10.91,NA,3.20,6,1.079,NA,129.5,136.5
"Battier, Shane",2001,SF/PF,80.25,229.0,25.00,9.3,105.0,82.50,NA,NA,29.5,33.0,10.95,NA,3.30,12,1.028,NA,134.5,138
"Belcher, Cookie",2001,PG/SG,75.00,206.0,25.75,5.3,99.0,80.50,NA,NA,35.0,41.5,11.26,NA,2.91,7,1.073,NA,134.0,140.5
"Bell, Charlie",2001,PG,74.50,200.0,25.33,6.7,97.5,79.50,NA,NA,31.5,38.0,10.59,NA,3.12,15,1.067,NA,129.0,135.5
"Boumtje-Boumtje, Ruben",2001,C,83.50,245.0,24.70,6.0,111.0,88.00,NA,NA,26.5,31.0,11.84,NA,3.33,6,1.054,NA,137.5,142
"Bowman, Calvin",2001,PF,80.75,214.0,23.07,8.6,104.0,83.50,NA,NA,28.5,34.5,11.96,NA,3.21,7,1.034,NA,132.5,138.5
"Bradley, Michael",2001,PF,81.50,227.0,24.03,9.3,107.0,85.50,NA,NA,27.0,30.0,11.11,NA,3.35,13,1.049,NA,134.0,137
"Brewer, Jamison",2001,PG,74.50,178.0,22.55,6.7,102.5,80.75,NA,NA,26.0,32.5,9.65,NA,3.15,12,1.084,NA,128.5,135
"Brown, Damone",2001,SF,80.25,202.0,22.05,6.7,104.5,83.75,NA,NA,32.0,37.0,11.81,NA,3.27,6,1.044,NA,136.5,141.5
"Brown, Kwame",2001,PF/C,82.00,243.0,25.41,8.9,108.0,85.00,NA,NA,30.0,33.0,11.59,NA,3.45,17,1.037,NA,138.0,141
"Brown, SirValiant",2001,PG,71.00,176.0,24.54,6.7,92.5,76.00,NA,NA,31.0,39.5,11.23,NA,3.00,10,1.070,NA,123.5,132
"Carroll, Ryan",2001,SG/SF,76.00,202.0,24.59,8.0,99.0,80.25,NA,NA,34.5,39.0,11.00,NA,3.10,14,1.056,NA,133.5,138
"Chandler, Tyson",2001,SF/PF,83.50,224.0,22.59,6.7,110.0,87.00,NA,NA,31.0,33.5,12.13,NA,3.36,2,1.042,NA,141.0,143.5
"Chenowith, Eric",2001,C,85.00,264.0,25.69,12.9,111.0,88.00,NA,NA,23.5,27.5,12.50,NA,3.59,6,1.035,NA,134.5,138.5
"Clancy, Sam",2001,PF,78.25,242.0,27.78,8.0,107.0,86.75,NA,NA,31.0,34.0,11.47,NA,3.13,15,1.109,NA,138.0,141
"Cline-Heard, Gyasi",2001,PF,78.25,231.0,26.52,8.0,103.0,83.50,NA,NA,31.5,34.5,11.40,NA,3.23,11,1.067,NA,134.5,137.5
"Collins, Jarron",2001,PF/C,81.25,252.0,26.84,15.2,104.0,87.00,NA,NA,23.0,29.0,11.65,NA,3.60,10,1.071,NA,127.0,133
"Collins, Jason",2001,PF/C,82.25,251.0,26.08,12.9,110.0,88.50,NA,NA,25.5,28.5,12.10,NA,3.54,8,1.076,NA,135.5,138.5
"Cook, Omar",2001,PG,71.50,189.0,25.99,5.5,92.0,77.50,NA,NA,31.0,35.5,10.77,NA,3.20,9,1.084,NA,123.0,127.5
"Curry, Eddy",2001,C,82.50,301.0,31.09,16.5,111.0,90.50,NA,NA,28.0,31.0,12.25,NA,3.53,16,1.097,NA,139.0,142
"Decker, Tate",2001,SF,81.25,218.0,23.21,13.6,107.0,83.75,NA,NA,25.5,28.5,12.19,NA,3.47,13,1.031,NA,132.5,135.5
"Diop, DeSagana",2001,C,82.00,314.0,32.83,21.0,113.0,90.50,NA,NA,21.5,25.5,12.37,NA,3.56,15,1.104,NA,134.5,138.5
"Dryden, Robb",2001,C,85.00,241.0,23.45,8.0,110.3,86.50,NA,NA,27.0,30.0,12.47,NA,3.46,8,1.018,NA,137.3,140.3
"Evans, Anthony",2001,PF,78.00,267.0,30.85,12.9,101.5,83.50,NA,NA,31.5,33.0,12.56,NA,3.31,18,1.071,NA,133.0,134.5
"Evans, Maurice",2001,SG,76.25,221.0,26.72,4.0,101.0,80.00,NA,NA,34.5,37.5,10.08,NA,3.12,22,1.049,NA,135.5,138.5
"Eze, Benjamin",2001,PF/C,80.75,232.0,25.01,3.9,109.0,90.00,NA,NA,29.0,32.0,13.05,NA,3.36,14,1.115,NA,138.0,141
"Ffriend, Kimani",2001,PF/C,81.50,228.0,24.13,11.7,108.5,82.75,NA,NA,32.0,33.0,11.46,NA,3.09,9,1.015,NA,140.5,141.5
"Ford, Alton",2001,PF,80.25,271.0,29.58,8.0,102.5,82.50,NA,NA,34.5,36.5,11.70,NA,3.16,21,1.028,NA,137.0,139
"Forte, Joseph",2001,SG,75.50,193.0,23.80,NA,100.5,78.50,NA,NA,26.5,33.0,11.51,NA,3.19,10,1.040,NA,127.0,133.5
"Green, Jerry",2001,PG/SG,73.50,179.0,23.29,5.5,99.0,78.25,NA,NA,28.5,35.0,11.70,NA,3.17,13,1.065,NA,127.5,134
"Gregory, Kenny",2001,SF,75.50,200.0,24.67,6.7,101.0,83.25,NA,NA,39.5,45.5,11.33,NA,3.10,10,1.103,NA,140.5,146.5
"Griffin, Eddie",2001,SF/PF,81.25,222.0,23.64,4.0,110.0,87.00,NA,NA,26.5,33.0,11.77,NA,3.21,3,1.071,NA,136.5,143
"Hassell, Trenton",2001,SG/SF,76.25,205.0,24.79,5.3,99.5,80.00,NA,NA,35.5,37.5,11.57,NA,3.29,12,1.049,NA,135.0,137
"Haston, Kirk",2001,SF/PF,80.00,242.0,26.58,10.5,106.0,84.25,NA,NA,27.0,31.5,12.25,NA,3.35,11,1.053,NA,133.0,137.5
"Hathaway, Charles",2001,C,80.00,274.0,30.10,NA,107.5,86.00,NA,NA,NA,NA,NA,NA,NA,NA,1.075,NA,NA,NA
"Haywood, Brendan",2001,C,83.75,266.0,26.66,12.9,113.5,90.50,NA,NA,27.0,28.5,12.87,NA,3.50,17,1.081,NA,140.5,142
"Hicks, Michael",2001,SG,76.00,197.0,23.98,7.3,100.5,81.25,NA,NA,33.0,40.5,11.38,NA,3.19,13,1.069,NA,133.5,141
"Hunter, Steven",2001,PF/C,82.25,224.0,23.28,5.3,108.0,88.00,NA,NA,30.5,38.5,11.99,NA,3.15,11,1.070,NA,138.5,146.5
"Hutson, Andre",2001,PF,80.25,244.0,26.64,11.7,105.5,83.75,NA,NA,29.0,32.5,11.25,NA,3.30,17,1.044,NA,134.5,138
"James, Nate",2001,SF,76.75,196.0,23.39,6.0,103.0,82.75,NA,NA,26.0,31.0,11.42,NA,3.31,23,1.078,NA,129.0,134
"Jefferson, Richard",2001,SF,79.25,223.0,24.96,6.7,103.0,84.00,NA,NA,33.0,38.5,11.19,NA,3.15,14,1.060,NA,136.0,141.5
"Jenkins, Horace",2001,PG,71.75,171.0,23.35,6.0,97.0,77.25,NA,NA,34.5,41.0,10.97,NA,3.10,2,1.077,NA,131.5,138
"Johns, Darrell",2001,C,83.25,278.0,28.20,19.1,111.5,89.00,NA,NA,23.5,30.0,12.41,NA,3.59,18,1.069,NA,135.0,141.5
"Johnson, Joe",2001,SG/SF,78.75,226.0,25.62,6.7,105.0,81.00,NA,NA,32.5,36.5,12.05,NA,3.40,12,1.029,NA,137.5,141.5
"Johnson, Ken",2001,C,82.75,227.0,23.30,9.9,109.5,88.00,NA,NA,32.5,35.0,11.27,NA,3.12,13,1.063,NA,142.0,144.5
"Kelly, Darren",2001,PG/SG,74.00,178.0,22.85,6.7,100.0,78.75,NA,NA,30.5,34.5,11.38,NA,3.21,1,1.064,NA,130.5,134.5
"Lampley, Sean",2001,SF,77.50,213.0,24.93,8.0,101.0,81.25,NA,NA,36.0,40.0,11.06,NA,3.12,12,1.048,NA,137.0,141
"Marbury, Zach",2001,PG/SG,73.25,183.0,23.98,6.7,96.5,75.50,NA,NA,33.0,36.5,11.53,NA,3.10,0,1.031,NA,129.5,133
"Mardesich, Mike",2001,PF/C,82.25,247.0,25.67,13.6,108.5,84.50,NA,NA,24.0,30.0,11.65,NA,3.45,8,1.027,NA,132.5,138.5
"Minor, DeMarcus",2001,SG,75.25,207.0,25.70,6.7,99.5,80.25,NA,NA,29.0,41.0,10.57,NA,3.15,9,1.066,NA,128.5,140.5
"Moon, Jamario",2001,SF,78.50,185.0,21.11,5.3,103.0,83.50,NA,NA,33.0,43.0,11.64,NA,3.08,0,1.064,NA,136.0,146
"Murphy, Troy",2001,PF,81.75,230.0,24.19,11.7,105.5,83.00,NA,NA,28.5,34.5,11.22,NA,3.43,11,1.015,NA,134.0,140
"Ostler, Troy",2001,SF/PF,80.75,200.0,21.56,8.0,106.5,85.50,NA,NA,26.5,29.5,13.42,NA,3.50,2,1.059,NA,133.0,136
"Papadopoulos, Lazaros",2001,PF/C,82.25,227.0,23.59,11.7,110.5,86.50,NA,NA,23.0,26.0,12.00,NA,3.70,4,1.052,NA,133.5,136.5
"Phillips, Rashad",2001,PG,69.00,166.0,24.51,12.4,92.0,73.50,NA,NA,27.0,32.0,11.93,NA,3.27,5,1.065,NA,119.0,124
"Porter, Demetrius",2001,PG,70.75,178.0,25.00,12.4,94.0,74.75,NA,NA,26.0,31.0,11.50,NA,3.34,5,1.057,NA,120.0,125
"Rancik, Martin",2001,SF/PF,80.75,230.0,24.80,8.0,102.5,80.00,NA,NA,32.0,37.0,10.77,NA,3.19,14,0.991,NA,134.5,139.5
"Richardson, Jason",2001,SG/SF,76.75,213.0,25.42,5.3,102.5,83.50,NA,NA,32.5,39.5,11.75,NA,3.12,15,1.088,NA,135.0,142
"Richardson, Norman",2001,SG,75.50,180.0,22.20,6.0,99.0,76.50,NA,NA,30.5,35.5,10.97,NA,3.15,2,1.013,NA,129.5,134.5
"Sasser, Jeryl",2001,PG/SG,77.50,194.0,22.71,6.7,103.5,82.50,NA,NA,29.0,34.0,11.47,NA,3.22,1,1.065,NA,132.5,137.5
"Satterfield, Kenny",2001,PG,73.00,176.0,23.22,6.7,98.0,76.50,NA,NA,28.5,33.0,12.05,NA,3.20,3,1.048,NA,126.5,131
"Scalabrine, Brian",2001,SF/PF,80.75,241.0,25.98,13.6,105.5,81.75,NA,NA,27.0,30.5,11.75,NA,3.47,14,1.012,NA,132.5,136
"Scruggs, Lee",2001,SF/PF,82.25,209.0,21.72,10.5,110.5,89.75,NA,NA,23.5,29.5,13.28,NA,3.55,0,1.091,NA,134.0,140
"Simmons, Bobby",2001,SF,78.25,235.0,26.98,6.7,105.0,84.25,NA,NA,27.5,34.0,11.69,NA,3.41,12,1.077,NA,132.5,139
"Solomon, Will",2001,PG/SG,71.75,172.0,23.49,4.0,99.5,81.50,NA,NA,28.5,35.0,11.30,NA,3.22,4,1.136,NA,128.0,134.5
"Stevenson, Greg",2001,SF,75.75,215.0,26.34,7.3,102.0,84.50,NA,NA,30.0,35.5,11.29,NA,3.23,15,1.116,NA,132.0,137.5
"Thornton, Damone",2001,PF,78.75,235.0,26.64,8.0,103.8,85.75,NA,NA,33.5,37.5,11.17,NA,3.20,19,1.089,NA,137.3,141.3
"Tinsley, Jamaal",2001,PG,72.75,199.0,26.43,13.6,97.5,79.50,NA,NA,28.0,37.5,11.96,NA,3.20,1,1.093,NA,125.5,135
"Walker, Tory",2001,SF,78.75,187.0,21.20,6.7,104.5,83.25,NA,NA,28.0,33.0,11.95,NA,3.25,7,1.057,NA,132.5,137.5
"Wane, Souleymane",2001,C,80.50,235.0,25.49,11.2,109.0,89.00,NA,NA,29.0,30.5,12.02,NA,3.46,9,1.106,NA,138.0,139.5
"Watson, Earl",2001,PG,72.00,184.0,24.95,4.0,97.0,78.75,NA,NA,32.5,37.5,10.97,NA,3.19,4,1.094,NA,129.5,134.5
"White, Rodney",2001,SF,79.50,243.0,27.03,9.3,104.5,83.50,NA,NA,27.5,33.0,12.07,NA,3.47,16,1.050,NA,132.0,137.5
"Woods, Loren",2001,PF/C,84.75,246.0,24.08,9.3,113.0,89.50,NA,NA,24.5,28.0,11.83,NA,3.48,10,1.056,NA,137.5,141
"Wright, Brent",2001,SF/PF,79.75,236.0,26.09,12.4,105.5,85.50,NA,NA,23.0,29.0,12.25,NA,3.30,19,1.072,NA,128.5,134.5
"Wright, Michael",2001,PF,79.00,247.0,27.82,9.3,106.5,83.50,NA,NA,27.5,33.5,11.37,NA,3.21,18,1.057,NA,134.0,140
"Allen, Malik",2000,PF/C,80.25,271.0,29.58,NA,109.0,86.50,NA,NA,25.5,29.0,11.83,NA,3.38,13,1.078,NA,134.5,138
"Arceneaux, Harold",2000,SG/SF,76.50,219.0,26.31,NA,103.0,80.50,NA,NA,NA,29.0,13.80,NA,NA,0,1.052,NA,NA,132
"Barnes, Lamont",2000,PF/C,80.50,235.5,25.55,NA,108.0,87.50,NA,NA,28.0,29.5,12.30,NA,3.40,10,1.087,NA,136.0,137.5
"Bland, Mario",2000,PF,77.50,287.0,33.59,NA,103.0,84.00,NA,NA,27.0,31.0,13.04,NA,3.47,15,1.084,NA,130.0,134
"Brezec, Primoz",2000,C,84.75,243.0,23.78,NA,110.0,86.00,NA,NA,26.0,29.5,11.53,NA,3.55,NA,1.015,NA,136.0,139.5
"Brown, Ernest",2000,C,82.00,222.5,23.26,NA,109.5,85.25,NA,NA,NA,NA,NA,NA,NA,2,1.040,NA,NA,NA
"Claxton, Speedy",2000,PG,70.50,166.0,23.48,NA,94.5,72.00,NA,NA,36.0,42.5,10.48,NA,3.06,6,1.021,NA,130.5,137
"Coley, Eric",2000,SG/SF,76.00,205.0,24.95,NA,102.0,83.00,NA,NA,35.0,38.0,11.40,NA,3.15,10,1.092,NA,137.0,140
"Cota, Ed",2000,PG,72.25,189.0,25.45,NA,96.5,76.00,NA,NA,26.5,33.5,10.98,NA,3.24,1,1.052,NA,123.0,130
"Cotton, Schea",2000,SF,76.25,219.5,26.54,NA,100.0,79.00,NA,NA,34.0,38.0,11.55,NA,3.00,19,1.036,NA,134.0,138
"Crawford, Jamal",2000,PG/SG,76.50,175.0,21.02,NA,102.5,82.00,NA,NA,NA,NA,NA,NA,NA,0,1.072,NA,NA,NA
"Cyrus, Caswell",2000,PF,79.75,220.5,24.37,NA,107.5,86.00,NA,NA,33.5,37.5,12.12,NA,3.16,18,1.078,NA,141.0,145
"Doc Robinson, Julius",2000,PG,72.00,184.0,24.95,NA,95.5,75.75,NA,NA,30.0,37.5,12.54,NA,3.41,0,1.052,NA,125.5,133
"El-Amin, Khalid",2000,PG,69.00,200.0,29.53,NA,93.0,73.50,NA,NA,27.5,32.0,10.59,NA,3.32,6,1.065,NA,120.5,125
"Evtimov, Vassil",2000,PF,81.75,262.0,27.56,NA,106.5,82.50,NA,NA,21.0,28.5,11.75,NA,3.52,13,1.009,NA,127.5,135
"Fotsis, Antonis",2000,SF,81.25,219.0,23.32,NA,106.0,80.50,NA,NA,27.0,30.0,11.60,NA,3.44,2,0.991,NA,133.0,136
"Gill, Eddie",2000,PG,71.75,176.0,24.03,NA,93.0,76.00,NA,NA,35.0,38.5,11.12,NA,3.18,13,1.059,NA,128.0,131.5
"Goodwyn, Ceedric",2000,SF/PF,78.00,238.0,27.50,NA,104.5,82.00,NA,NA,NA,NA,NA,NA,NA,NA,1.051,NA,NA,NA
"Goree, Marcus",2000,SF/PF,79.50,239.0,26.58,NA,105.5,84.50,NA,NA,29.5,33.5,12.00,NA,3.25,13,1.063,NA,135.0,139
"Granger, A.J.",2000,SF,79.50,227.0,25.25,NA,103.0,81.50,NA,NA,30.0,34.0,10.73,NA,3.25,20,1.025,NA,133.0,137
"Guyton, A.J.",2000,PG/SG,72.75,175.0,23.24,NA,97.5,75.75,NA,NA,33.0,37.5,10.55,NA,3.22,9,1.041,NA,130.5,135
"Hale, Ron",2000,SG/SF,79.50,202.0,22.47,NA,104.5,83.00,NA,NA,29.5,34.5,12.58,NA,3.20,11,1.044,NA,134.0,139
